05-08 19:44:43.137  9792  9812 I TestRunner: started: insertAndQuery5kSubjects(com.example.benchmark.option1.BiometricTemplateWriteReadBenchmark)
05-08 19:44:45.136  9792  9812 I option1 : Benchmark option 1...
05-08 19:44:45.146  9792  9812 I option1 : 0 KB
05-08 19:44:47.401  9792  9812 I option1 : Insert time: 2254 ms
05-08 19:44:47.402  9792  9812 I option1 : 45512 KB
05-08 19:44:48.421  9792  9812 D Benchmark: -- Running com.example.benchmark.option1.BiometricTemplateWriteReadBenchmark#insertAndQuery5kSubjects --
05-08 19:45:05.323  9792  9812 I option1 : 18, 334
05-08 19:45:05.341  9792  9812 I option1 : Count result: 10000
05-08 19:45:05.378  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:05.417  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:05.483  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:05.581  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:05.678  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:05.678  9792  9812 I option1 : 17, 337
05-08 19:45:05.697  9792  9812 I option1 : Count result: 10000
05-08 19:45:05.736  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:05.776  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:05.842  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:05.940  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:06.037  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:06.037  9792  9812 I option1 : 19, 340
05-08 19:45:06.055  9792  9812 I option1 : Count result: 10000
05-08 19:45:06.092  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:06.133  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:06.196  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:06.295  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:06.391  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:06.391  9792  9812 I option1 : 18, 336
05-08 19:45:06.410  9792  9812 I option1 : Count result: 10000
05-08 19:45:06.446  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:06.485  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:06.548  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:06.649  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:06.748  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:06.748  9792  9812 I option1 : 18, 338
05-08 19:45:06.765  9792  9812 I option1 : Count result: 10000
05-08 19:45:06.804  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:06.847  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:06.913  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:07.013  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:07.112  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:07.112  9792  9812 I option1 : 16, 347
05-08 19:45:07.130  9792  9812 I option1 : Count result: 10000
05-08 19:45:07.171  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:07.213  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:07.280  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:07.383  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:07.479  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:07.479  9792  9812 I option1 : 18, 349
05-08 19:45:07.497  9792  9812 I option1 : Count result: 10000
05-08 19:45:07.534  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:07.574  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:07.641  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:07.738  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:07.836  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:07.836  9792  9812 I option1 : 17, 339
05-08 19:45:07.855  9792  9812 I option1 : Count result: 10000
05-08 19:45:07.892  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:07.932  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:07.994  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:08.093  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:08.189  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:08.189  9792  9812 I option1 : 19, 334
05-08 19:45:08.207  9792  9812 I option1 : Count result: 10000
05-08 19:45:08.243  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:08.283  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:08.350  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:08.449  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:08.546  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:08.546  9792  9812 I option1 : 17, 339
05-08 19:45:08.565  9792  9812 I option1 : Count result: 10000
05-08 19:45:08.601  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:08.640  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:08.703  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:08.803  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:08.898  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:08.898  9792  9812 I option1 : 18, 333
05-08 19:45:08.916  9792  9812 I option1 : Count result: 10000
05-08 19:45:08.953  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:08.993  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:09.057  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:09.155  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:09.250  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:09.251  9792  9812 I option1 : 17, 335
05-08 19:45:09.268  9792  9812 I option1 : Count result: 10000
05-08 19:45:09.305  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:09.347  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:09.413  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:09.511  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:09.606  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:09.606  9792  9812 I option1 : 17, 338
05-08 19:45:09.625  9792  9812 I option1 : Count result: 10000
05-08 19:45:09.661  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:09.700  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:09.765  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:09.863  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:09.959  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:09.959  9792  9812 I option1 : 18, 334
05-08 19:45:09.977  9792  9812 I option1 : Count result: 10000
05-08 19:45:10.015  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:10.052  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:10.113  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:10.212  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:10.310  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:10.310  9792  9812 I option1 : 17, 333
05-08 19:45:10.327  9792  9812 I option1 : Count result: 10000
05-08 19:45:10.365  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:10.403  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:10.469  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:10.566  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:10.662  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:10.662  9792  9812 I option1 : 16, 335
05-08 19:45:10.680  9792  9812 I option1 : Count result: 10000
05-08 19:45:10.716  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:10.755  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:10.820  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:10.923  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:11.018  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:11.018  9792  9812 I option1 : 18, 338
05-08 19:45:11.034  9792  9812 I option1 : Count result: 10000
05-08 19:45:11.072  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:11.110  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:11.174  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:11.271  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:11.369  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:11.369  9792  9812 I option1 : 16, 335
05-08 19:45:11.386  9792  9812 I option1 : Count result: 10000
05-08 19:45:11.422  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:11.461  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:11.527  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:11.625  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:11.720  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:11.720  9792  9812 I option1 : 17, 334
05-08 19:45:11.738  9792  9812 I option1 : Count result: 10000
05-08 19:45:11.777  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:11.815  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:11.878  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:11.974  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:12.071  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:12.071  9792  9812 I option1 : 17, 333
05-08 19:45:12.089  9792  9812 I option1 : Count result: 10000
05-08 19:45:12.127  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:12.167  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:12.232  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:12.331  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:12.426  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:12.426  9792  9812 I option1 : 18, 337
05-08 19:45:12.444  9792  9812 I option1 : Count result: 10000
05-08 19:45:12.483  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:12.522  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:12.588  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:12.690  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:12.789  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:12.789  9792  9812 I option1 : 17, 345
05-08 19:45:12.807  9792  9812 I option1 : Count result: 10000
05-08 19:45:12.846  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:12.886  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:12.951  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:13.051  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:13.149  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:13.149  9792  9812 I option1 : 17, 342
05-08 19:45:13.167  9792  9812 I option1 : Count result: 10000
05-08 19:45:13.205  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:13.245  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:13.314  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:13.412  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:13.509  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:13.509  9792  9812 I option1 : 17, 342
05-08 19:45:13.527  9792  9812 I option1 : Count result: 10000
05-08 19:45:13.565  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:13.604  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:13.672  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:13.772  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:13.872  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:13.872  9792  9812 I option1 : 18, 345
05-08 19:45:13.890  9792  9812 I option1 : Count result: 10000
05-08 19:45:13.927  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:13.967  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:14.031  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:14.131  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:14.231  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:14.231  9792  9812 I option1 : 18, 341
05-08 19:45:14.249  9792  9812 I option1 : Count result: 10000
05-08 19:45:14.287  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:14.329  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:14.394  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:14.495  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:14.593  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:14.593  9792  9812 I option1 : 18, 344
05-08 19:45:14.611  9792  9812 I option1 : Count result: 10000
05-08 19:45:14.649  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:14.687  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:14.753  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:14.854  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:14.950  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:14.950  9792  9812 I option1 : 17, 339
05-08 19:45:14.968  9792  9812 I option1 : Count result: 10000
05-08 19:45:15.007  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:15.047  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:15.112  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:15.210  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:15.308  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:15.308  9792  9812 I option1 : 18, 340
05-08 19:45:15.326  9792  9812 I option1 : Count result: 10000
05-08 19:45:15.363  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:15.404  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:15.471  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:15.569  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:15.665  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:15.665  9792  9812 I option1 : 18, 339
05-08 19:45:15.683  9792  9812 I option1 : Count result: 10000
05-08 19:45:15.724  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:15.764  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:15.828  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:15.931  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:16.028  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:16.028  9792  9812 I option1 : 17, 345
05-08 19:45:16.047  9792  9812 I option1 : Count result: 10000
05-08 19:45:16.086  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:16.126  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:16.190  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:16.290  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:16.388  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:16.388  9792  9812 I option1 : 19, 341
05-08 19:45:16.406  9792  9812 I option1 : Count result: 10000
05-08 19:45:16.444  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:16.484  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:16.550  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:16.650  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:16.748  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:16.748  9792  9812 I option1 : 17, 342
05-08 19:45:16.766  9792  9812 I option1 : Count result: 10000
05-08 19:45:16.805  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:16.847  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:16.912  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:17.011  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:17.113  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:17.113  9792  9812 I option1 : 17, 347
05-08 19:45:17.133  9792  9812 I option1 : Count result: 10000
05-08 19:45:17.171  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:17.210  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:17.277  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:17.377  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:17.477  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:17.477  9792  9812 I option1 : 19, 344
05-08 19:45:17.496  9792  9812 I option1 : Count result: 10000
05-08 19:45:17.534  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:17.576  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:17.643  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:17.747  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:17.848  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:17.848  9792  9812 I option1 : 18, 352
05-08 19:45:17.959  9792  9812 I option1 : Count result: 10000
05-08 19:45:18.094  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:18.197  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:18.360  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:18.548  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:18.715  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:18.715  9792  9812 I option1 : 20, 756
05-08 19:45:18.926  9792  9812 I option1 : Count result: 10000
05-08 19:45:18.967  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:19.006  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:19.075  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:19.179  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:19.283  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:19.283  9792  9812 I option1 : 30, 357
05-08 19:45:19.302  9792  9812 I option1 : Count result: 10000
05-08 19:45:19.341  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:19.382  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:19.450  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:19.555  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:19.655  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:19.655  9792  9812 I option1 : 18, 353
05-08 19:45:19.673  9792  9812 I option1 : Count result: 10000
05-08 19:45:19.714  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:19.754  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:19.822  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:19.923  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:20.022  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:20.022  9792  9812 I option1 : 18, 349
05-08 19:45:20.040  9792  9812 I option1 : Count result: 10000
05-08 19:45:20.076  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:20.120  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:20.186  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:20.285  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:20.384  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:20.384  9792  9812 I option1 : 18, 344
05-08 19:45:20.402  9792  9812 I option1 : Count result: 10000
05-08 19:45:20.441  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:20.480  9792  9812 I option1 : Query result size: 1000 subjects, 2000 templates
05-08 19:45:20.546  9792  9812 I option1 : Query result size: 2000 subjects, 4000 templates
05-08 19:45:20.646  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:20.743  9792  9812 I option1 : Query result size: 3000 subjects, 6000 templates
05-08 19:45:20.743  9792  9812 I option1 : 17, 341
05-08 19:45:21.700  9792  9812 I TestRunner: finished: insertAndQuery5kSubjects(com.example.benchmark.option1.BiometricTemplateWriteReadBenchmark)
